translon_id	chrom	start	end	strand	transcript_id	exonic_length	blockCount	flank_size	flank_type	feature_n_bases	feature_mean	feature_median	feature_std	feature_min	feature_max	upstream_n_bases	upstream_mean	upstream_median	upstream_std	upstream_min	upstream_max	downstream_n_bases	downstream_mean	downstream_median	downstream_std	downstream_min	downstream_max	conservation_specificity
c3norep218	chr3	178859504	178859621	-	ENST00000437488	37	1	150	exonic	37	-0.36637834	-0.274	0.98855567	-3.34	1.45	145	-0.010151728056371212	0.017000000923871994	1.0792068243026733	-4.421000003814697	2.7149999141693115	122	0.08405738	0.044	1.2236694	-4.546	3.511	-0.45043572783470154
c3riboseqorf167	chr3	179067714	179067774	-	ENST00000311417	60	1	150	exonic	60	4.929416	4.1225	3.7199779	-2.245	11.853	150	0.8787867426872253	0.43150001764297485	2.227851629257202	-7.714000225067139	9.12399959564209	150	4.5553207	4.13	3.7139845	-6.838	11.853	0.37409543991088867
c3riboseqorf168	chr3	179148565	179198792	+	ENST00000263967	81	2	150	exonic	49616	0.3788644	0.209	1.4521612	-12.262	11.81	150	4.824747085571289	4.97599983215332	2.381012201309204	-0.8769999742507935	10.161999702453613	150	6.827447	7.709	3.4552963	0.002	11.896	-6.448582649230957
c3riboseqorf169	chr3	179325166	179325304	+	ENST00000326361	112	1	150	exonic	112	-0.29681247	-0.2155	0.82136637	-3.544	1.249	141	-0.8412908315658569	-0.652999997138977	1.0894181728363037	-4.690999984741211	1.2510000467300415	149	0.10844967	0.106	1.1923051	-5.864	3.299	-0.40526214241981506
c3norep219	chr3	179329644	179329695	+	ENST00000326361	51	1	150	exonic	51	6.748843	7.827	4.2931027	-6.147	11.814	150	1.5578399896621704	0.37599998712539673	3.208220958709717	-3.197000026702881	11.814000129699707	150	2.17234	0.804	3.4573383	-2.46	11.735	4.576503276824951
c3norep220	chr3	180912491	180912554	+	ENST00000475315	63	1	150	exonic	63	0.41036507	0.301	2.5016313	-9.235	7.09	150	0.37146663665771484	0.20600000023841858	2.8653218746185303	-11.505000114440918	9.003000259399414	150	4.8656664	4.387	3.5929282	-0.501	11.087	-4.455301284790039
c3norep221	chr3	180986999	180989646	-	ENST00000491873	144	3	150	exonic	2586	0.38941804	0.026	2.225997	-12.445	11.894	150	-0.03787989169359207	-0.19049999117851257	2.825357675552368	-10.493000030517578	9.963000297546387	150	2.718827	1.1375	3.676551	-8.356	11.91	-2.329408884048462
c3norep222	chr3	180987957	180989646	-	ENST00000485675	186	2	150	exonic	1628	0.44859827	0.0	2.514674	-12.445	11.894	150	-0.03787989169359207	-0.19049999117851257	2.825357675552368	-10.493000030517578	9.963000297546387	150	0.25068003	0.2195	1.3648314	-6.023	4.084	0.19791823625564575
c3riboseqorf170	chr3	180988213	180989646	-	ENST00000382564	63	2	150	exonic	1372	-0.11306485	-0.086	1.6446146	-12.445	11.827	150	-0.03787989169359207	-0.19049999117851257	2.825357675552368	-10.493000030517578	9.963000297546387	150	3.7364006	2.7365	4.032672	-7.522	11.894	-3.8494653701782227
c3norep223	chr3	181739789	181739885	+	ENST00000466034	96	1	150	exonic	96	0.5314271	0.266	1.3360665	-3.901	5.124	150	1.2569000720977783	0.9039999842643738	1.726325273513794	-6.685999870300293	6.165999889373779	150	0.41089997	0.12650001	1.518615	-3.3	8.091	-0.7254729866981506
c3riboseqorf171	chr3	182793507	182793579	+	ENST00000323116	72	1	150	exonic	72	2.5399444	2.38	2.5251954	-1.781	10.049	150	1.156213402748108	0.8134999871253967	2.228600263595581	-6.0370001792907715	8.111000061035156	150	1.6194999	0.919	2.029222	-2.0	7.365	0.9204444885253906
c3norep224	chr3	183253454	183269554	+	ENST00000326505	75	2	150	exonic	16011	0.01591407	0.013	1.4670542	-15.654	11.185	150	0.14614668488502502	0.07900000363588333	1.772768259048462	-4.716000080108643	9.720000267028809	150	0.55511993	0.384	2.064588	-9.212	7.318	-0.5392058491706848
c3riboseqorf172	chr3	183269557	183269644	+	ENST00000326505	87	1	150	exonic	87	0.12690805	0.318	2.1806812	-9.212	7.318	150	0.24323996901512146	0.16850000619888306	2.25691294670105	-15.654000282287598	11.1850004196167	150	1.0098068	0.875	1.815068	-3.404	7.153	-0.8828986883163452
c3riboseqorf173	chr3	183269702	183269780	+	ENST00000326505	78	1	150	exonic	78	1.048987	1.0304999	2.0399163	-3.404	7.153	150	0.5379066467285156	0.3840000033378601	2.024627447128296	-9.211999893188477	7.317999839782715	150	3.1984732	2.3055	3.707665	-8.197	11.87	-2.1494860649108887
c3norep225	chr3	183296191	183296521	+	ENST00000462559	330	1	150	exonic	330	-0.08078182	-0.029	1.1323947	-6.577	3.737	150	0.132466658949852	0.10400000214576721	1.2034494876861572	-4.63700008392334	4.46999979019165	150	0.27982667	0.18849999	0.9669104	-4.14	3.858	-0.3606084883213043
c3riboseqorf174	chr3	183643531	183650341	+	ENST00000242810	57	2	150	exonic	6685	0.1658685	0.102	1.264775	-9.337	11.882	150	1.7275134325027466	0.9940000176429749	2.3226304054260254	-4.1020002365112305	10.763999938964844	150	7.307153	7.922	3.5603197	-3.78	11.882	-7.141284942626953
c3riboseqorf175	chr3	183884746	183884869	-	ENST00000317096	123	1	150	exonic	123	2.7054796	1.68	2.9886153	-2.644	10.356	150	1.201659917831421	0.2330000102519989	2.9039106369018555	-8.29800033569336	9.868000030517578	150	0.5846334	0.0935	2.1935031	-4.258	9.855	1.5038197040557861
c3riboseqorf176	chr3	184014433	184017884	-	ENST00000334444	69	2	150	exonic	3374	0.57583606	0.2995	1.6867784	-7.34	11.655	150	3.139119863510132	2.2154998779296875	3.8074228763580322	-4.4730000495910645	11.661999702453613	150	2.9166803	2.0075	3.9180725	-12.247	11.726	-2.563283920288086
c3norep226	chr3	184135100	184135187	+	ENST00000491144	87	1	150	exonic	87	-0.8274827	-0.502	1.2615181	-6.483	2.277	150	-0.3213133215904236	-0.06149999797344208	1.4679025411605835	-9.243000030517578	2.236999988555908	150	-0.14251332	-0.31449997	2.954538	-10.444	10.97	-0.6849693655967712
c3norep227	chr3	184177057	184179047	+	ENST00000448139	207	3	150	exonic	1964	1.6380031	0.66499996	3.0813565	-10.039	11.852	150	4.828060150146484	4.031000137329102	4.257700443267822	-3.881999969482422	11.753999710083008	150	3.9350069	2.2635002	4.6267195	-8.504	11.852	-3.1900570392608643
c3norep228	chr3	184181718	184181814	+	ENST00000292807	96	1	150	exonic	96	6.8303437	7.896	4.2195764	-2.065	11.843	150	1.1788134574890137	0.20649999380111694	3.505918025970459	-8.024999618530273	11.82800006866455	150	3.035453	1.0155	4.161591	-7.016	11.828	3.7948906421661377
c3riboseqorf177	chr3	184314609	184314672	+	ENST00000346169	63	1	150	exonic	63	8.648001	8.038	2.101599	4.51	11.269	150	5.06661319732666	5.481500148773193	3.800764322280884	-1.3650000095367432	11.276000022888184	88	5.396898	5.2625	2.689658	0.11	11.066	3.251102924346924
c3riboseqorf178	chr3	184315496	184315800	+	ENST00000346169	87	2	150	exonic	289	3.5374532	2.12	3.8886395	-3.719	11.674	150	6.032346248626709	5.775500297546387	3.0461697578430176	0.3330000042915344	11.512999534606934	150	4.72852	4.205	3.3792913	-1.276	11.738	-2.4948930740356445
c3riboseqorf179	chr3	184336086	184337369	+	ENST00000340957	96	2	150	exonic	1282	1.5795693	0.788	2.4569542	-4.978	11.75	150	2.8551199436187744	2.384000062942505	2.478999614715576	-1.0720000267028809	11.220000267028809	150	3.500653	2.9785	2.88825	-2.164	11.75	-1.921083688735962
c3norep229	chr3	184376014	184376329	-	ENST00000647395	84	2	150	exonic	315	1.5572538	0.556	3.2028644	-7.224	11.619	150	2.117680072784424	1.3680000305175781	2.5888545513153076	-1.937000036239624	11.644000053405762	150	4.2700205	3.737	3.7861354	-6.465	11.744	-2.712766647338867
c3norep230	chr3	184812209	184815842	+	ENST00000485024	75	2	150	exonic	3622	0.19231336	0.123500004	1.1838149	-11.158	8.518	150	1.2338801622390747	0.4794999957084656	3.419024705886841	-6.951000213623047	10.312999725341797	150	0.6285667	0.5165	1.2863568	-3.799	5.044	-1.0415668487548828
c3norep231	chr3	185282975	185285548	+	ENST00000448876	84	2	150	exonic	2572	0.3800443	0.20050001	1.4270587	-6.816	10.964	150	-0.409366637468338	-0.37299999594688416	3.4727046489715576	-13.04800033569336	9.833000183105469	150	3.0958931	2.2445	3.069645	-3.102	10.964	-2.715848922729492
c3norep232	chr3	185282998	185285564	+	ENST00000424227	69	2	150	exonic	2565	0.3974916	0.203	1.4548173	-6.816	10.964	150	0.13719335198402405	-0.07000000029802322	3.3415942192077637	-12.590999603271484	9.833000183105469	150	2.81234	1.967	2.967511	-3.102	10.964	-2.4148483276367188
c3norep233	chr3	185285595	185291633	+	ENST00000448876	69	2	150	exonic	5963	0.51072246	0.301	1.3947899	-6.596	10.964	150	2.8676798343658447	1.7795000076293945	2.9479644298553467	-1.4049999713897705	10.96399974822998	150	1.9515533	1.519	1.8839682	-5.279	9.83	-2.35695743560791
c3norep234	chr3	185534912	185535119	-	ENST00000296252	207	1	150	exonic	207	3.1910627	2.254	4.7996573	-14.386	11.866	150	0.4651533365249634	0.1589999943971634	1.8686083555221558	-6.760000228881836	8.01200008392334	150	3.2127135	2.1245	4.7856426	-15.176	11.847	-0.02165079116821289
c3norep235	chr3	185598513	185598988	+	ENST00000296257	63	2	150	exonic	474	1.3605442	0.7635	2.514183	-5.364	11.853	150	3.6086604595184326	2.7210001945495605	3.252243757247925	-2.881999969482422	11.82800006866455	150	2.066553	1.099	2.9297175	-1.769	11.851	-2.2481162548065186
c3norep236	chr3	186105268	186105343	-	ENST00000475484	75	1	150	exonic	75	5.41752	5.426	3.8457801	-2.922	11.914	150	5.5671796798706055	5.419000148773193	3.641796350479126	-0.7990000247955322	11.913999557495117	147	0.92675513	0.677	1.6196733	-4.525	5.974	-0.1496596336364746
c3riboseqorf180	chr3	186105675	186105912	-	ENST00000306376	126	2	150	exonic	237	3.9449074	3.006	3.7531483	-3.528	11.914	150	1.5820666551589966	0.8650000095367432	2.4928488731384277	-5.546999931335449	11.291000366210938	150	2.6773067	1.0145	3.8888211	-5.735	11.909	1.2676007747650146
c3riboseqorf181	chr3	186564298	186564370	-	ENST00000338733	72	1	150	exonic	72	4.1833615	3.511	3.3275144	-2.252	11.845	150	1.0967867374420166	0.453000009059906	2.0260074138641357	-3.484999895095825	8.086000442504883	150	5.169887	5.022	4.3646727	-11.274	11.861	-0.9865255355834961
c3norep237	chr3	186570181	186570295	-	ENST00000424280	114	1	150	exonic	114	-0.89920175	-0.265	2.230257	-12.459	1.784	150	0.5470266938209534	0.1784999966621399	2.5115106105804443	-6.189000129699707	8.79699993133545	143	0.2782937	0.236	1.2235109	-3.229	4.459	-1.4462285041809082
c3norep238	chr3	186772876	186772951	-	ENST00000625869	75	1	150	exonic	75	-0.67852	-0.21	1.4698462	-6.819	2.062	150	-0.28685998916625977	-0.11149999499320984	1.4397987127304077	-7.815999984741211	3.750999927520752	150	-0.015293324	0.017	1.0123053	-3.789	3.545	-0.6632267236709595
c3norep239	chr3	186948821	186948902	+	ENST00000487031	81	1	150	exonic	81	-0.29539505	-0.183	1.4018884	-7.512	4.37	150	-0.24872665107250214	-0.08550000190734863	1.150723934173584	-4.867000102996826	2.4119999408721924	150	-0.41027334	-0.178	1.5512695	-8.133	3.674	-0.0466683954000473
c3riboseqorf182	chr3	187038741	187038813	+	ENST00000169298	72	1	150	exonic	72	2.604736	2.4955	2.498983	-1.442	8.856	150	0.3197266459465027	-0.05650000274181366	2.5233752727508545	-5.205999851226807	10.609999656677246	150	0.56075335	0.134	2.2991087	-5.711	10.719	2.043982744216919
c3norep240	chr3	187291724	187291778	-	ENST00000337774	54	1	150	exonic	54	7.8052773	7.805	2.3017647	2.678	11.767	150	3.3502066135406494	2.5404999256134033	2.9723618030548096	-0.8970000147819519	11.699999809265137	150	2.2090335	1.414	2.888301	-5.521	11.767	4.455070495605469
c3riboseqorf183	chr3	187734881	187745443	-	ENST00000406870	60	2	150	exonic	10561	1.6354498	0.853	2.687259	-9.064	11.798	150	5.058106422424316	7.617500305175781	5.121532917022705	-10.713000297546387	11.817999839782715	150	1.4158334	0.935	2.1285257	-4.777	9.336	-3.422656536102295
c3riboseqorf184	chr3	188153281	188153617	-	ENST00000605573	336	1	150	exonic	336	0.55092555	0.3815	1.6906248	-6.513	8.693	150	2.2432596683502197	1.7149999141693115	2.9236719608306885	-5.783999919891357	11.28600025177002	150	-0.31166667	-0.26950002	1.8567892	-4.972	5.762	-1.6923341751098633
c3norep241	chr3	189995312	190120313	-	ENST00000319332	192	2	150	exonic	123071	0.07850945	0.027	1.5202929	-15.955	11.742	150	3.1206600666046143	2.3010001182556152	3.349038600921631	-3.688999891281128	11.036999702453613	150	0.49740672	-0.034500003	2.7457318	-6.551	11.742	-3.0421504974365234
c3norep242	chr3	192727220	192727587	-	ENST00000445105	207	2	150	exonic	367	4.3213677	4.043	3.4467695	-4.494	11.858	127	2.9211180210113525	2.128999948501587	3.083630323410034	-1.3009999990463257	11.847000122070312	150	4.29598	3.9825	3.066401	-1.971	11.855	0.02538776397705078
c3riboseqorf185	chr3	193593225	193614742	+	ENST00000361908	204	2	150	exonic	21170	-1.548388	-0.382	3.6719224	-20.0	11.85	150	1.0107200145721436	0.2580000162124634	4.173038005828857	-13.460000038146973	11.015000343322754	150	3.02032	2.1265001	3.0145228	-2.406	11.233	-4.5687079429626465
c3norep243	chr3	193843126	193843192	-	ENST00000439074	66	1	150	exonic	66	-0.21501516	-0.083000004	1.044243	-3.135	2.345	150	0.08270666003227234	0.04699999839067459	1.0898457765579224	-5.508999824523926	5.3470001220703125	150	-0.62972665	-0.1795	1.6676421	-9.02	2.201	-0.297721803188324
c3norep244	chr3	193843656	193843797	-	ENST00000439074	141	1	150	exonic	141	-0.463922	-0.099	1.5047554	-7.171	2.083	150	0.2544799745082855	0.17949999868869781	2.2863004207611084	-15.175999641418457	6.9710001945495605	150	0.024380004	0.0605	1.3164926	-4.854	3.741	-0.7184019684791565
c3norep245	chr3	194296747	194306014	-	ENST00000456816	396	3	150	exonic	9229	-0.20391774	-0.065	1.3807113	-12.86	10.134	150	-0.18741998076438904	-0.053999997675418854	1.155596137046814	-8.717000007629395	2.111999988555908	150	0.6614333	0.26	1.623235	-3.139	5.723	-0.8653510212898254
c3riboseqorf186	chr3	194584045	194584258	+	ENST00000447982	213	1	150	exonic	213	-0.835169	-0.565	1.4059975	-7.853	4.074	150	-1.0239200592041016	-0.6714999675750732	2.5974180698394775	-14.005000114440918	6.631999969482422	150	-0.6830467	-0.389	1.3938109	-5.48	3.142	-0.15212231874465942
c3norep246	chr3	194686033	194686093	+	ENST00000329759	60	1	150	exonic	60	1.17025	1.0035	2.3844757	-7.026	7.704	150	1.5946201086044312	0.9259999990463257	2.768165111541748	-4.965000152587891	11.041999816894531	150	1.5359666	0.968	2.5937777	-6.05	10.723	-0.42437005043029785
c3norep247	chr3	195147922	195152286	+	ENST00000426468	213	2	150	exonic	4274	-0.06017361	0.0	1.4943026	-11.708	8.102	150	-0.6832466721534729	-0.3205000162124634	1.6946918964385986	-13.428000450134277	2.1640000343322754	150	0.082266666	0.081	1.3137672	-6.297	3.649	-0.14244027435779572
c3riboseqorf187	chr3	196503293	196503395	-	ENST00000318037	102	1	150	exonic	102	-0.12439215	0.0145	1.4266626	-5.398	4.109	150	-0.2905466854572296	-0.07999999821186066	1.656956672668457	-7.4079999923706055	4.236999988555908	150	0.69203335	0.3035	2.3766186	-4.378	11.527	-0.8164255023002625
c3riboseqorf188	chr3	196503397	196503466	-	ENST00000318037	69	1	150	exonic	69	-0.2081739	-0.057	1.6015573	-7.408	4.237	150	-0.5610800385475159	-0.2669999897480011	1.6548471450805664	-8.409000396728516	3.4820001125335693	150	-0.080160014	0.0295	1.3336532	-5.398	4.109	-0.12801387906074524
c3riboseqorf189	chr3	196503548	196503614	-	ENST00000318037	66	1	150	exonic	66	-0.7748031	-0.328	1.6075642	-8.409	1.807	150	-0.8548732399940491	-0.5239999890327454	1.6645565032958984	-9.821999549865723	2.490000009536743	150	-0.31870666	-0.0975	1.6566167	-7.408	4.237	-0.45609644055366516
c3riboseqorf190	chr3	196568685	196568751	+	ENST00000311630	66	1	150	exonic	66	2.8724244	2.1845002	2.8112607	-1.676	11.351	150	2.58976674079895	1.5989999771118164	3.575530767440796	-5.105000019073486	11.163999557495117	150	3.5071733	3.292	3.1741922	-6.938	10.752	-0.6347489356994629
c3riboseqorf191	chr3	196885168	196885237	+	ENST00000323460	69	1	150	exonic	69	5.5452323	5.887	3.145075	-0.967	11.905	150	0.8510932326316833	0.4139999747276306	2.0994086265563965	-5.85099983215332	9.413999557495117	150	3.4657805	2.837	2.951307	-1.727	11.935	2.0794517993927
c3riboseqorf192	chr3	196885398	196885470	+	ENST00000323460	72	1	150	exonic	72	1.5698888	1.4085	2.3352952	-8.909	11.457	150	3.3302197456359863	2.745999813079834	2.87607479095459	-1.7269999980926514	11.251999855041504	150	2.13528	1.657	2.1327095	-1.941	8.163	-1.7603309154510498
c3riboseqorf193	chr3	196943240	196943432	+	ENST00000602845	192	1	150	exonic	192	0.52961457	0.3165	1.6871223	-5.0	8.247	150	0.10413334518671036	0.06350000202655792	1.12613844871521	-3.1010000705718994	3.9739999771118164	150	0.60911334	0.272	1.6649654	-2.62	10.062	-0.0794987678527832
c3norep248	chr3	197296429	197297760	-	ENST00000660898	186	3	150	exonic	1331	1.0398843	0.528	2.278818	-9.992	11.09	149	2.3843019008636475	2.134000062942505	2.6916747093200684	-8.604999542236328	10.229999542236328	150	4.3135066	3.734	3.6278436	-1.668	11.483	-3.2736222743988037
c3riboseqorf194	chr3	197554592	197554679	-	ENST00000392379	87	1	150	exonic	87	0.2336437	0.102	1.1697052	-2.866	4.376	150	-0.24599334597587585	-0.06949999928474426	1.8579093217849731	-5.821000099182129	7.210999965667725	150	-0.007119995	0.0445	1.3469218	-6.203	3.764	0.24076369404792786
c3norep249	chr3	197959532	197959852	-	ENST00000265239	195	2	150	exonic	320	-0.139325	-0.0595	1.1005187	-4.05	4.83	150	-0.6581066846847534	-0.3945000171661377	1.2317085266113281	-5.89900016784668	1.909000039100647	150	-0.37734	-0.1815	1.2083403	-4.039	3.101	0.23801499605178833
c4norep1	chr4	68177	68354	+	ENST00000509152	177	1	150	exonic	177	-0.59624296	-0.288	1.3281101	-7.444	1.144	150	-0.3340666592121124	-0.13699999451637268	1.1522380113601685	-4.316999912261963	0.9010000228881836	150	-0.55164665	-0.3995	0.96679175	-3.408	1.006	-0.2621763050556183
c4norep2	chr4	161209	161290	+	ENST00000510175	81	1	150	exonic	81	-14.121925	-20.0	7.732738	-20.0	0.653	150	-6.932499885559082	-4.559499740600586	6.799605369567871	-20.0	0.8450000286102295	150	-13.665541	-20.0	8.157638	-20.0	1.565	-7.189425468444824
c4norep3	chr4	161637	162000	+	ENST00000510175	363	1	150	exonic	363	-11.67716	-13.475	8.597635	-20.0	4.137	150	-12.154414176940918	-15.255999565124512	8.423203468322754	-20.0	2.1530001163482666	150	-11.301513	-11.6405	8.36095	-20.0	3.061	-0.37564754486083984
c4norep4	chr4	680919	680994	+	ENST00000503612	75	1	150	exonic	75	-0.6665066	-0.423	1.2422012	-4.886	1.371	143	-0.8547062873840332	-0.47999998927116394	1.292336106300354	-5.2129998207092285	1.7879999876022339	150	-0.06239334	-0.164	2.700936	-20.0	6.406	-0.6041132211685181
c4riboseqorf1	chr4	730972	731062	+	ENST00000470161	90	1	150	exonic	90	1.2901443	0.8155	2.8024466	-3.252	10.412	150	-0.6507133841514587	-0.6209999918937683	2.271847724914551	-6.6570000648498535	10.411999702453613	150	0.07909327	-0.1715	2.2786534	-8.302	10.024	1.211051106452942
c4norep5	chr4	1167815	1167995	+	ENST00000609548	176	1	150	exonic	176	-0.7728523	-0.4135	1.185567	-5.771	1.44	150	-0.8886334300041199	-0.625499963760376	1.693524956703186	-7.919000148773193	3.5789999961853027	150	-0.6063601	-0.36049998	1.0340664	-4.509	1.647	-0.16649222373962402
c4riboseqorf2	chr4	1241334	1241433	-	ENST00000382952	99	1	150	exonic	99	3.41299	3.17	2.6495924	-1.484	10.329	150	2.864093542098999	2.059999942779541	3.344421625137329	-6.243000030517578	10.225000381469727	150	0.23268664	-0.1055	2.4776714	-5.531	10.34	0.5488965511322021
c4riboseqorf3	chr4	1249476	1249809	+	ENST00000578730	330	1	150	exonic	330	-1.0903546	-0.747	1.4591837	-6.889	2.184	150	-1.0498931407928467	-0.7319999933242798	1.250877857208252	-5.665999889373779	1.5759999752044678	150	-1.0289466	-0.5425	1.6179143	-7.967	1.469	-0.06140792369842529
c4riboseqorf4	chr4	1249476	1250259	+	ENST00000507044	372	2	150	exonic	780	-1.0343359	-0.6385	1.5028225	-7.967	3.559	150	-1.0498931407928467	-0.7319999933242798	1.250877857208252	-5.665999889373779	1.5759999752044678	150	-0.93248665	-0.675	1.4867017	-5.833	1.749	-0.10184919834136963
c4riboseqorf5	chr4	1250261	1250537	+	ENST00000578730	276	1	150	exonic	276	-0.521413	-0.1905	1.3894666	-5.833	4.418	150	-1.1470867395401	-0.7350000143051147	1.53444504737854	-6.1020002365112305	1.3170000314712524	150	-0.5272333	-0.2165	1.2139561	-6.717	1.995	0.005820274353027344
c4norep6	chr4	1289894	1312031	+	ENST00000303400	141	2	150	exonic	21822	-0.69956607	-0.378	1.6630819	-20.0	11.399	150	0.911653459072113	0.3084999918937683	2.503462314605713	-7.6479997634887695	8.928999900817871	150	4.7388535	5.912	5.717254	-15.955	11.417	-5.438419342041016
c4norep7	chr4	1574149	1574269	-	ENST00000466692	120	1	150	exonic	120	-1.0067999	-0.6435	1.32984	-7.31	1.343	150	-0.8329265713691711	-0.5774999856948853	1.4248950481414795	-7.797999858856201	2.4200000762939453	150	-0.9857667	-0.437	1.7714106	-9.084	1.187	-0.17387336492538452
c4riboseqorf6	chr4	1721083	1721245	-	ENST00000382936	162	1	150	exonic	162	-1.0083271	-0.55550003	1.6759833	-6.863	2.425	150	-1.1576200723648071	-0.47749999165534973	2.1449666023254395	-9.199000358581543	2.492000102996826	150	-0.7863733	-0.5395	2.3650954	-10.922	7.151	-0.22195380926132202
c4norep8	chr4	1978981	1979101	+	ENST00000382892	120	1	150	exonic	120	1.1294583	0.35149997	2.8983157	-5.032	11.16	150	1.5752400159835815	0.7369999885559082	3.4155919551849365	-5.6570000648498535	11.50100040435791	150	0.53552	0.24700001	1.8097905	-3.91	8.856	-0.4457817077636719
c4norep9	chr4	2513815	2514226	+	ENST00000314289	411	1	150	exonic	411	0.58504623	0.34	1.7435632	-4.051	9.919	150	6.011439800262451	7.6620001792907715	4.357461929321289	-7.063000202178955	11.815999984741211	150	0.18321998	0.0985	1.5153642	-5.311	6.153	-5.426393508911133
c4norep10	chr4	2513991	2514342	+	ENST00000314289	351	1	150	exonic	351	0.2775983	0.211	1.4451375	-5.311	6.153	150	0.8140333294868469	0.5454999804496765	1.817643642425537	-3.5950000286102295	8.711999893188477	150	1.1754266	0.56149995	2.5557907	-3.714	10.402	-0.8978283405303955
c4riboseqorf7	chr4	2812351	2820628	+	ENST00000435136	141	2	150	exonic	8239	-0.54970735	-0.302	1.6841415	-15.353	11.54	150	0.9833133220672607	0.41850000619888306	3.049513339996338	-7.396999835968018	10.241000175476074	150	4.91576	5.873	5.495542	-20.0	11.54	-5.46546745300293
c4norep11	chr4	2844823	2868044	+	ENST00000355842	84	2	150	exonic	22662	-0.24079992	-0.0905	1.2959256	-14.463	9.683	150	-0.11909999698400497	-0.0364999994635582	1.3417072296142578	-6.125	3.9040000438690186	150	-0.17894006	-0.059	1.9303867	-4.973	8.443	-0.12169992178678513
c4riboseqorf8	chr4	2934061	2934445	-	ENST00000329687	357	1	150	exonic	357	-0.45359662	-0.286	1.0605139	-5.17	4.859	150	-0.824400007724762	-0.5285000205039978	1.4138504266738892	-9.730999946594238	1.0240000486373901	142	-0.49312678	-0.498	2.0759661	-7.035	10.574	0.039530158042907715
c4riboseqorf9	chr4	2935075	2935207	+	ENST00000507999	132	1	150	exonic	132	-1.3456289	-0.702	2.1087964	-10.816	1.686	150	-1.2404266595840454	-0.903499960899353	1.6362993717193604	-9.197999954223633	1.4210000038146973	150	-0.41640666	-0.24649999	0.9394355	-4.033	2.721	-0.9292222261428833
c4riboseqorf10	chr4	3074700	3074766	+	ENST00000355072	66	1	150	exonic	66	1.5590153	0.39499998	3.9377031	-11.334	10.884	150	1.2163934707641602	0.19099999964237213	2.8119208812713623	-3.127000093460083	10.883999824523926	150	2.5816002	0.828	3.5623631	-2.736	10.796	-1.0225849151611328
c4norep12	chr4	3463365	3463516	+	ENST00000340083	75	2	150	exonic	151	3.9175828	3.49	3.0570061	-1.926	10.444	150	1.3747665882110596	0.8255000114440918	2.2496235370635986	-3.568000078201294	10.104999542236328	150	1.3098931	0.3505	2.6920953	-4.178	10.281	2.542816162109375
c4norep13	chr4	4247713	4247827	-	ENST00000254742	114	1	150	exonic	114	-0.78332454	-0.5125	1.3779258	-7.368	2.024	150	-0.5682399868965149	-0.13300000131130219	1.481889247894287	-7.368000030517578	2.055000066757202	150	-0.66525334	-0.273	1.8945526	-13.232	2.706	-0.21508455276489258
c4norep14	chr4	4542458	4542587	+	ENST00000499430	129	1	150	exonic	129	-0.21423255	0.027	1.6881115	-12.801	3.438	150	-0.39790666103363037	-0.3100000023841858	1.4105217456817627	-5.415999889373779	4.031000137329102	150	-0.25520664	-0.14950001	1.3219067	-6.503	3.033	0.04097409546375275
c4norep15	chr4	4544810	4560443	+	ENST00000507244	147	2	150	exonic	15503	-0.028117452	-0.039	1.5348226	-12.096	11.828	150	-0.09958667308092117	-0.10000000149011612	0.9271793961524963	-4.247000217437744	2.513000011444092	150	-0.53612	-0.26599997	1.4047772	-6.214	2.991	0.07146921753883362
c4norep16	chr4	4544810	4637569	+	ENST00000502693	129	2	150	exonic	91678	-0.2835568	-0.136	1.4890033	-20.0	11.828	150	-0.09958667308092117	-0.10000000149011612	0.9271793961524963	-4.247000217437744	2.513000011444092	150	-0.6515866	-0.42049998	1.2002991	-4.877	2.181	-0.1839701235294342
c4norep17	chr4	5708843	5708936	-	ENST00000310917	93	1	150	exonic	93	-0.5974839	-0.189	1.4860487	-5.001	2.668	150	-0.5146399736404419	-0.34299999475479126	1.2667503356933594	-8.211999893188477	1.6950000524520874	150	-0.73154664	-0.4675	1.4276503	-5.397	3.274	-0.08284389972686768
c4riboseqorf11	chr4	6112896	6200319	-	ENST00000282924	168	2	150	exonic	85819	-0.4985186	-0.18	1.5603198	-20.0	10.382	150	1.3011999130249023	1.0390000343322754	1.6812033653259277	-2.99399995803833	6.539000034332275	150	3.1747868	2.4435	4.3756995	-14.206	11.593	-3.6733055114746094
c4norep18	chr4	6670804	6673704	-	ENST00000513179	210	2	150	exonic	2900	-0.16414551	0.141	0.89022243	-8.225	3.044	150	-0.2392733246088028	0.0	0.9368950724601746	-5.109000205993652	1.7630000114440918	150	0.077980004	0.091	0.9123083	-4.706	2.897	-0.2421255111694336
c4norep19	chr4	6673902	6674124	+	ENST00000307533	222	1	150	exonic	222	-0.61020267	-0.347	2.110748	-8.291	5.564	150	-0.6464400887489319	-0.32450002431869507	1.3980001211166382	-7.564000129699707	1.847000002861023	150	-0.9926666	-0.487	1.9344373	-7.603	3.742	0.03623741865158081
c4norep20	chr4	6675239	6675371	+	ENST00000635031	132	1	150	exonic	132	-0.06458334	-0.0115	1.1732198	-7.454	3.803	150	-0.3600599765777588	-0.19249999523162842	1.1844834089279175	-4.686999797821045	2.2829999923706055	150	-0.19928	0.02	1.5741528	-8.057	3.031	0.13469666242599487
