chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	transcript_id	region_length	strand_cds	gene_name	cds_frame	cds_end_pos	matched_frame_score	max_frame_score	start_region_score	window_max_score	phylop_mean	extension_frame	extension_length	genome_coords
4	173332064	173332079	ENST00000296503_1	15	-	173332064	173332079	0	1	15	0	ENST00000296503	15	-	HMGB2	0	173332082								4:173332064-173332079
4	184695257	184695287	ENST00000281453_1	30	-	184695257	184695287	0	1	30	0	ENST00000281453	30	-	CENPU	0	184695290								4:184695257-184695287
5	256420	256438	ENST00000264932_1	18	+	256420	256438	0	1	18	0	ENST00000264932	18	+	SDHA	0	256417	-18.245799859364826	-18.245799859364826	-12.483749985694885		-0.17322222872947654	1	18	5:256420-256438
5	1815916	1816048	ENST00000274137_1	132	+	1815916	1816048	0	1	132	0	ENST00000274137	132	+	NDUFS6	0	1815913	-15.645249949711742	-15.645249949711742	-26.29526621500651	-3.748900043964386	-0.8522631625987982	1	132	5:1815916-1816048
5	10433684	10433765	ENST00000274140_1	81	+	10433684	10433765	0	1	81	0	ENST00000274140	81	+	MARCHF6	0	10433681	-11.249555590803977	-10.166839409021684	-4.383533414204916	-3.6261000357568265	3.0479629363312766	1	81	5:10433684-10433765
5	17275900	17276155	ENST00000322611_1	255	+	17275900	17276155	0	1	255	0	ENST00000322611	255	+	BASP1	0	17275897	-7.6871124677980935	-7.6871124677980935	-5.89186676343282	1.980600154399872	3.212384328507252	1	255	5:17275900-17276155
5	32601084	32601162	ENST00000265073_1	78	+	32601084	32601162	0	1	78	0	ENST00000265073	78	+	SUB1	0	32601081	-5.507360060214996	-5.507360060214996	-4.242250308394432	-0.49022216267055935	4.588064120652584	1	78	5:32601084-32601162
5	36182031	36182064	ENST00000274255_1	33	+	36182031	36182064	0	1	33	0	ENST00000274255	33	+	SKP2	0	36182028	-33.5574547810988	-33.00102970816872	-44.252200508117674	-30.887600207328795	0.09351515613326972	1	33	5:36182031-36182064
5	41917299	41917326	ENST00000381647_1	27	+	41917299	41917326	0	1	27	0	ENST00000381647	27	+	RIMOC1	0	41917296	-24.63666667540868	-24.63666667540868	-21.225599825382233		0.7939999936907379	1	27	5:41917299-41917326
5	53683221	53683248	ENST00000296684_1	27	+	53683221	53683248	0	1	27	0	ENST00000296684	27	+	NDUFS4	0	53683218	-22.57866691549619	-13.319740754586679	-29.99180030822754		1.4251852008660704	1	27	5:53683221-53683248
5	65630340	65630394	ENST00000510585_1	54	+	65630340	65630394	0	1	54	0	ENST00000510585	54	+	SHLD3	0	65630337	-21.507944345474243	-21.507944345474243	-14.77239990234375	-16.29509997367859	1.3287222158267267	1	54	5:65630340-65630394
5	65822915	65822933	ENST00000380985_1	18	+	65822915	65822933	0	1	18	0	ENST00000380985	18	+	NLN	0	65822912	-24.677777926127117	1.0887777540418837	-25.681000073750813		1.8738333357291088	1	18	5:65822915-65822933
5	66178868	66178922	ENST00000334121_1	54	+	66178868	66178922	0	1	54	0	ENST00000334121	54	+	SREK1	0	66178865	-14.649925814734566	-12.103462934769967	-24.391133371988932	-6.680099964141846	2.157703696336183	1	54	5:66178868-66178922
5	69177631	69177751	ENST00000256442_1	120	+	69177631	69177751	0	1	120	0	ENST00000256442	120	+	CCNB1	0	69177628	-18.20130837758382	-13.118749850988388	-16.88346651395162	-13.100700092315673	2.878325008469013	1	120	5:69177631-69177751
5	69229225	69229258	ENST00000256441_1	33	+	69229225	69229258	0	1	33	0	ENST00000256441	33	+	KGD4	0	69229222	-15.788818157080447	-5.964000078764829	-17.55006675720215	-14.131299877166748	2.1202121101545566	1	33	5:69229225-69229258
5	69553671	69553710	ENST00000396442_1	39	+	69553671	69553710	0	1	39	0	ENST00000396442	39	+	OCLN	0	69553668	-26.974769335526688	-22.8385128119053	-21.86880006790161	-25.302300024032593	0.0624102473927614	1	39	5:69553671-69553710
5	70076571	70077033	ENST00000380743_1	18	+	70076571	70077033	0	2	3,15	0,447	ENST00000380743	462	+	SMN2	0	70076568	-17.68992360557119	-17.68992360557119	-9.482000017166138	-5.707000096638997	0.32263616989173954	1	462	5:70076571-70077033
5	70951991	70952453	ENST00000380707_1	18	+	70951991	70952453	0	2	3,15	0,447	ENST00000380707	462	+	SMN1	0	70951988	-19.575458367355168	-19.575458367355168	-14.942933336893718	-0.3824999928474426	0.29860784153404296	1	462	5:70951991-70952453
5	74721175	74721253	ENST00000261416_1	78	+	74721175	74721253	0	1	78	0	ENST00000261416	78	+	HEXB	0	74721172	-24.74505131978255	-21.784307732031895	-27.780133565266926	-23.099266616503396	0.8003205155165722	1	78	5:74721175-74721253
5	74776671	74776689	ENST00000610426_1	18	+	74776671	74776689	0	1	18	0	ENST00000610426	18	+	NSA2	0	74776668	-32.66316735247771	-23.975944293869865	-35.4242008626461		0.42861110758450294	1	18	5:74776671-74776689
5	75360342	75360360	ENST00000287936_1	18	+	75360342	75360360	0	1	18	0	ENST00000287936	18	+	HMGCR	0	75360339	-23.55216709772746	-20.663666433758205	-24.710000419616698		0.04494446019331614	1	18	5:75360342-75360360
5	86619469	86619493	ENST00000247655_1	24	+	86619469	86619493	0	1	24	0	ENST00000247655	24	+	COX7C	0	86619466	-17.133125031987827	-17.133125031987827	-10.757199931144715		0.5777916634300103	1	24	5:86619469-86619493
5	110761782	110761806	ENST00000355943_1	24	+	110761782	110761806	0	1	24	0	ENST00000355943	24	+	SLC25A46	0	110761779	-22.61275005340576	-18.294958273569744	-22.089199829101563		0.7467083239462227	1	24	5:110761782-110761806
5	113013484	113013577	ENST00000389063_1	93	+	113013484	113013577	0	1	93	0	ENST00000389063	93	+	DCP2	0	113013481	-14.574774333225783	-13.284838852382475	-20.287266222635903	-7.035300183296203	2.9987849588105355	1	93	5:113013484-113013577
5	116292489	116292546	ENST00000274458_1	57	+	116292489	116292546	0	1	57	0	ENST00000274458	57	+	COMMD10	0	116292486	-27.339526218803304	-19.28757884209616	-47.64499955177307	-16.880599841475487	1.470596492335429	1	57	5:116292489-116292546
5	119541994	119542237	ENST00000510025_1	243	+	119541994	119542237	0	1	243	0	ENST00000510025	243	+	HSD17B4	0	119541991	-19.650868260382133	-19.047847769633243	-21.592066065470377	-5.905300235748291	1.4786625508441296	1	243	5:119541994-119542237
5	122829648	122829654	ENST00000379516_1	6	+	122829648	122829654	0	1	6	0	ENST00000379516	6	+	SNX2	0	122829645	1.4834997653961182	1.4834997653961182	1.4834997653961182		3.200666685899099	1	6	5:122829648-122829654
5	127551916	127551940	ENST00000296666_1	24	+	127551916	127551940	0	1	24	0	ENST00000296666	24	+	PRRC1	0	127551913	-30.284499868750572	-17.031875173250835	-32.66373297373454		-0.6499583149949709	1	24	5:127551916-127551940
5	129113001	129113010	ENST00000173527_1	9	+	129113001	129113010	0	1	9	0	ENST00000173527	9	+	ISOC1	0	129112998	-11.286332925160727	-11.286332925160727	-11.286332925160727		0.1713333527247111	1	9	5:129113001-129113010
5	132642364	132642562	ENST00000640655_1	198	+	132642364	132642562	0	1	198	0	ENST00000640655	198	+	ENSG00000283782	0	132642361	-21.624529247719146	-20.988714374247053	-22.08006649017334	-11.70330009162426	0.30633333318330574	1	198	5:132642364-132642562
5	132642364	132642562	ENST00000378823_1	198	+	132642364	132642562	0	1	198	0	ENST00000378823	198	+	RAD50	0	132642361	-21.624529247719146	-20.988714374247053	-22.08006649017334	-11.70330009162426	0.30633333318330574	1	198	5:132642364-132642562
5	133104436	133104481	ENST00000304858_1	45	+	133104436	133104481	0	1	45	0	ENST00000304858	45	+	HSPA4	0	133104433	-8.791088931428062	-7.462311141358482	-14.53846689860026	-5.499299940466881	7.06166672706604	1	45	5:133104436-133104481
5	134828706	134828745	ENST00000452510_1	39	+	134828706	134828745	0	1	39	0	ENST00000452510	39	+	DDX46	0	134828703	-16.614076742759117	-16.614076742759117	-17.83179988861084	-16.081699824333192	2.083538466682419	1	39	5:134828706-134828745
5	134855467	134855629	ENST00000394976_1	162	+	134855467	134855629	0	1	162	0	ENST00000394976	162	+	C5orf24	0	134855464	-19.17795677464685	-19.17795677464685	-9.842533334096272	-11.712500047683715	2.1229382669495673	1	162	5:134855467-134855629
5	138934089	138934212	ENST00000302763_1	123	+	138934089	138934212	0	1	123	0	ENST00000302763	123	+	CTNNA1	0	138934086	-17.82017076306227	-17.82017076306227	-16.026399898529053	-10.157800245285035	0.4689349595805615	1	123	5:138934089-138934212
5	139368798	139368828	ENST00000265192_1	30	+	139368798	139368828	0	1	30	0	ENST00000265192	30	+	PAIP2	0	139368795	2.967299771308899	2.967299771308899	1.0635999202728272	2.967299771308899	8.356133246421814	1	30	5:139368798-139368828
5	139626801	139626834	ENST00000398733_1	33	+	139626801	139626834	0	1	33	0	ENST00000398733	33	+	UBE2D2	0	139626798	-3.2780000431971117	-3.2780000431971117	-5.469400119781494	-1.2274000078439713	7.120242465626109	1	33	5:139626801-139626834
5	140115150	140115159	ENST00000331327_1	9	+	140115150	140115159	0	1	9	0	ENST00000331327	9	+	PURA	0	140115147	-8.488666693369547	1.8066666656070285	-8.488666693369547		5.426555540826586	1	9	5:140115150-140115159
5	140243411	140243498	ENST00000261811_1	87	+	140243411	140243498	0	1	87	0	ENST00000261811	87	+	CYSTM1	0	140243408	-20.67149985971905	-14.782750042421478	-15.21333306034406	-6.686500072479248	1.0120919511021895	1	87	5:140243411-140243498
5	140705756	140705777	ENST00000274712_1	21	+	140705756	140705777	0	1	21	0	ENST00000274712	21	+	ZMAT2	0	140705753	-16.7158088854381	1.7152856418064661	-22.13826583226522		1.738190491994222	1	21	5:140705756-140705777
5	141987790	141987874	ENST00000394520_1	84	+	141987790	141987874	0	1	84	0	ENST00000394520	84	+	RNF14	0	141987787	-24.605416825839452	-24.117928679500306	-27.94786694844564	-20.213033167521157	2.05355953001639	1	84	5:141987790-141987874
5	149351282	149351351	ENST00000329271_1	69	+	149351282	149351351	0	1	69	0	ENST00000329271	69	+	GRPEL2	0	149351279	-19.293840542651605	-15.982449210640313	-28.34986623128255	-11.235000029206276	2.236695640895894	1	69	5:149351282-149351351
5	151804091	151804145	ENST00000356245_1	54	+	151804091	151804145	0	1	54	0	ENST00000356245	54	+	G3BP1	0	151804088	-17.11466689463015	-17.11466689463015	-6.740999937057495	-18.10680024623871	1.3168518481845106	1	54	5:151804091-151804145
5	154053713	154053728	ENST00000522782_1	15	+	154053713	154053728	0	1	15	0	ENST00000522782	15	+	MFAP3	0	154053710	-31.51288872294956	-1.60220006108284	-31.51288872294956		-0.013142845194254602	1	15	5:154053713-154053728
5	157739482	157739563	ENST00000231198_1	81	+	157739482	157739563	0	1	81	0	ENST00000231198	81	+	THG1L	0	157739479	-21.411230822404224	-21.411230822404224	-11.13486614227295	-18.00622218185001	-0.05758024869417703	1	81	5:157739482-157739563
5	159284931	159284967	ENST00000296786_1	36	+	159284931	159284967	0	1	36	0	ENST00000296786	36	+	UBLCP1	0	159284928	-20.783083299795788	-17.898972284462715	-28.957800102233886	-14.606899666786195	2.0251666787209817	1	36	5:159284931-159284967
5	160065065	160065074	ENST00000231238_1	9	+	160065065	160065074	0	1	9	0	ENST00000231238	9	+	TTC1	0	160065062	-21.903777440388996	-13.397333780924479	-21.903777440388996		2.3855555852254233	1	9	5:160065065-160065074
5	160428681	160428690	ENST00000352433_1	9	+	160428681	160428690	0	1	9	0	ENST00000352433	9	+	PTTG1	0	160428678	-18.806333382924397	-9.14822232723236	-18.806333382924397		1.2702222400241427	1	9	5:160428681-160428690
5	163442565	163443703	ENST00000340828_1	33	+	163442565	163443703	0	2	3,30	0,1108	ENST00000340828	1138	+	CCNG1	0	163442562	-18.268791271051462	-18.268791271051462	-37.315399678548175	-1.003999948501587	0.2087733822750353	2	1138	5:163442565-163443703
5	163518363	163518399	ENST00000321757_1	36	+	163518363	163518399	0	1	36	0	ENST00000321757	36	+	MAT2B	0	163518360	-26.325416763623554	-18.277278072304195	-27.481800270080566	-24.636700105667114	0.5689444480877783	1	36	5:163518363-163518399
5	171410565	171410649	ENST00000296930_1	84	+	171410565	171410649	0	1	84	0	ENST00000296930	84	+	NPM1	0	171410562	-11.014678558600801	-4.702583284605117	-9.099199795722962	-8.222799973189831	5.837476213418302	1	84	5:171410565-171410649
5	175526734	175526785	ENST00000321442_1	51	+	175526734	175526785	0	1	51	0	ENST00000321442	51	+	SFXN1	0	175526731	-28.0881374910766	-20.460999825421503	-20.423600149154662	-25.16763367652893	-0.6150588140841208	1	51	5:175526734-175526785
5	176506950	176506989	ENST00000261942_1	39	+	176506950	176506989	0	1	39	0	ENST00000261942	39	+	FAF2	0	176506947	-19.325384419697983	-13.600666769039936	-19.61259971857071	-19.773899841308594	1.3557948829271855	1	39	5:176506950-176506989
5	177595416	177595560	ENST00000332598_1	144	+	177595416	177595560	0	1	144	0	ENST00000332598	144	+	TMED9	0	177595413	-18.702187576641638	-18.702187576641638	-5.4988000869750975	-7.899000203609466	1.4157569495340188	1	144	5:177595416-177595560
5	178210623	178210680	ENST00000358344_1	57	+	178210623	178210680	0	1	57	0	ENST00000358344	57	+	HNRNPAB	0	178210620	-13.334473446795815	-10.292105072423032	-15.088399839401244	-4.243599987030029	4.133859631850531	1	57	5:178210623-178210680
5	179728644	179728728	ENST00000247461_1	84	+	179728644	179728728	0	1	84	0	ENST00000247461	84	+	CANX	0	179728641	-12.509892680815287	-12.509892680815287	-5.041599941253662	-6.707799863815308	3.309142864819261	1	84	5:179728644-179728728
5	179836593	179836638	ENST00000389805_1	45	+	179836593	179836638	0	1	45	0	ENST00000389805	45	+	SQSTM1	0	179836590	-15.560733143488566	-15.560733143488566	-5.670199728012085	-13.673899865150451	-0.29948888735638723	1	45	5:179836593-179836638
5	1318320	1318368	ENST00000320895_1	48	-	1318320	1318368	0	1	48	0	ENST00000320895	48	-	CLPTM1L	0	1318371								5:1318320-1318368
5	1463596	1463650	ENST00000283415_1	54	-	1463596	1463650	0	1	54	0	ENST00000283415	54	-	LPCAT1	0	1463653								5:1463596-1463650
5	6372451	6372502	ENST00000255764_1	51	-	6372451	6372502	0	1	51	0	ENST00000255764	51	-	MED10	0	6372505								5:6372451-6372502
5	6599823	6599925	ENST00000264670_1	102	-	6599823	6599925	0	1	102	0	ENST00000264670	102	-	NSUN2	0	6599928								5:6599823-6599925
5	16451602	16451656	ENST00000308683_1	54	-	16451602	16451656	0	1	54	0	ENST00000308683	54	-	ZNF622	0	16451659								5:16451602-16451656
5	38481429	38481594	ENST00000453190_1	165	-	38481429	38481594	0	1	165	0	ENST00000453190	165	-	LIFR	0	38481597								5:38481429-38481594
5	41731668	41731728	ENST00000196371_1	60	-	41731668	41731728	0	1	60	0	ENST00000196371	60	-	OXCT1	0	41731731								5:41731668-41731728
5	43291118	43291130	ENST00000325110_1	12	-	43291118	43291130	0	1	12	0	ENST00000325110	12	-	HMGCS1	0	43291133								5:43291118-43291130
5	53098547	53098601	ENST00000396954_1	54	-	53098547	53098601	0	1	54	0	ENST00000396954	54	-	MOCS2	0	53098604								5:53098547-53098601
5	69352039	69352060	ENST00000380822_1	21	-	69352039	69352060	0	1	21	0	ENST00000380822	21	-	AK6	0	69352063								5:69352039-69352060
5	77691384	77691417	ENST00000380377_1	33	-	77691384	77691417	0	1	33	0	ENST00000380377	33	-	TBCA	0	77691420								5:77691384-77691417
5	80629068	80629086	ENST00000439211_1	18	-	80629068	80629086	0	1	18	0	ENST00000439211	18	-	DHFR	0	80629089								5:80629068-80629086
5	81420347	81420503	ENST00000615665_1	156	-	81420347	81420503	0	1	156	0	ENST00000615665	156	-	SSBP2	0	81420506								5:81420347-81420503
5	82276084	82276108	ENST00000296674_1	24	-	82276084	82276108	0	1	24	0	ENST00000296674	24	-	RPS23	0	82276111								5:82276084-82276108
5	83057044	83057083	ENST00000502346_1	39	-	83057044	83057083	0	1	39	0	ENST00000502346	39	-	TMEM167A	0	83057086								5:83057044-83057083
5	83943358	83943418	ENST00000296591_1	60	-	83943358	83943418	0	1	60	0	ENST00000296591	60	-	EDIL3	0	83943421								5:83943358-83943418
5	90518764	90518818	ENST00000315948_1	54	-	90518764	90518818	0	1	54	0	ENST00000315948	54	-	LYSMD3	0	90518821								5:90518764-90518818
5	109337173	109337230	ENST00000361189_1	57	-	109337173	109337230	0	1	57	0	ENST00000361189	57	-	PJA2	0	109337233								5:109337173-109337230
5	112878731	112878785	ENST00000379638_1	54	-	112878731	112878785	0	1	54	0	ENST00000379638	54	-	REEP5	0	112878788								5:112878731-112878785
5	115616190	115616208	ENST00000456936_1	18	-	115616190	115616208	0	1	18	0	ENST00000456936	18	-	TMED7	0	115616211								5:115616190-115616208
5	115831731	115831803	ENST00000509910_1	72	-	115831731	115831803	0	1	72	0	ENST00000509910	72	-	ATG12	0	115831806								5:115831731-115831803
5	123023691	123023874	ENST00000306442_1	183	-	123023691	123023874	0	1	183	0	ENST00000306442	183	-	PPIC	0	123023877								5:123023691-123023874
5	126544949	126544964	ENST00000409134_1	15	-	126544949	126544964	0	1	15	0	ENST00000409134	15	-	ALDH7A1	0	126544967								5:126544949-126544964
5	132192958	132193009	ENST00000360568_1	51	-	132192958	132193009	0	1	51	0	ENST00000360568	51	-	P4HA2	0	132193012								5:132192958-132193009
5	132880986	132881058	ENST00000265343_1	72	-	132880986	132881058	0	1	72	0	ENST00000265343	72	-	AFF4	0	132881061								5:132880986-132881058
5	133956843	133956858	ENST00000231512_1	15	-	133956843	133956858	0	1	15	0	ENST00000231512	15	-	C5orf15	0	133956861								5:133956843-133956858
5	133972707	133972770	ENST00000265333_1	63	-	133972707	133972770	0	1	63	0	ENST00000265333	63	-	VDAC1	0	133972773								5:133972707-133972770
5	134197579	134197771	ENST00000481195_1	192	-	134197579	134197771	0	1	192	0	ENST00000481195	192	-	PPP2CA	0	134197774								5:134197579-134197771
5	134606895	134606949	ENST00000402673_1	54	-	134606895	134606949	0	1	54	0	ENST00000402673	54	-	SAR1B	0	134606952								5:134606895-134606949
5	135334963	135334975	ENST00000511689_1	12	-	135334963	135334975	0	1	12	0	ENST00000511689	12	-	MACROH2A1	0	135334978								5:135334963-135334975
5	137753136	137753148	ENST00000314940_1	12	-	137753136	137753148	0	1	12	0	ENST00000314940	12	-	HNRNPA0	0	137753151								5:137753136-137753148
5	138188947	138188977	ENST00000394886_1	30	-	138188947	138188977	0	1	30	0	ENST00000394886	30	-	CDC23	0	138188980								5:138188947-138188977
5	138508178	138508304	ENST00000360541_1	126	-	138508178	138508304	0	1	126	0	ENST00000360541	126	-	ETF1	0	138508307								5:138508178-138508304
5	140645574	140645586	ENST00000252102_1	12	-	140645574	140645586	0	1	12	0	ENST00000252102	12	-	NDUFA2	0	140645589								5:140645574-140645586
5	140674034	140674256	ENST00000504156_1	222	-	140674034	140674256	0	1	222	0	ENST00000504156	222	-	HARS1	0	140674259								5:140674034-140674256
5	142001995	142002028	ENST00000311337_1	33	-	142001995	142002028	0	1	33	0	ENST00000311337	33	-	GNPDA1	0	142002031								5:142001995-142002028
5	144160342	144160396	ENST00000274496_1	54	-	144160342	144160396	0	1	54	0	ENST00000274496	54	-	YIPF5	0	144160399								5:144160342-144160396
5	150691705	150691750	ENST00000199814_1	45	-	150691705	150691750	0	1	45	0	ENST00000199814	45	-	RBM22	0	150691753								5:150691705-150691750
5	150711103	150711148	ENST00000447998_1	45	-	150711103	150711148	0	1	45	0	ENST00000447998	45	-	DCTN4	0	150711151								5:150711103-150711148
5	151101378	151101447	ENST00000354546_1	69	-	151101378	151101447	0	1	69	0	ENST00000354546	69	-	ANXA6	0	151101450								5:151101378-151101447
5	151742951	151746324	ENST00000313115_1	54	-	151742951	151746324	0	2	8,46	0,3327	ENST00000313115	3373	-	ATOX1	0	151746327								5:151742951-151746324
5	157787621	157787645	ENST00000411809_1	24	-	157787621	157787645	0	1	24	0	ENST00000411809	24	-	CLINT1	0	157787648								5:157787621-157787645
5	168557471	168557570	ENST00000239231_1	99	-	168557471	168557570	0	1	99	0	ENST00000239231	99	-	PANK3	0	168557573								5:168557471-168557570
5	171864054	171868634	ENST00000517395_1	72	-	171864054	171868634	0	2	47,25	0,4555	ENST00000517395	4580	-	FBXW11	0	171868637								5:171864054-171868634
5	173317765	173317846	ENST00000265087_1	81	-	173317765	173317846	0	1	81	0	ENST00000265087	81	-	STC2	0	173317849								5:173317765-173317846
5	175959914	175959968	ENST00000265097_1	54	-	175959914	175959968	0	1	54	0	ENST00000265097	54	-	THOC3	0	175959971								5:175959914-175959968
5	177457414	177457432	ENST00000393565_1	18	-	177457414	177457432	0	1	18	0	ENST00000393565	18	-	DBN1	0	177457435								5:177457414-177457432
5	181236949	181236976	ENST00000512805_1	27	-	181236949	181236976	0	1	27	0	ENST00000512805	27	-	RACK1	0	181236979								5:181236949-181236976
6	1612107	1612218	ENST00000645831_1	111	+	1612107	1612218	0	1	111	0	ENST00000645831	111	+	FOXC1	0	1612104	-15.419361253579458	-11.790234098294833	-20.03100037574768	-3.925500273704529	1.375783779851354	1	111	6:1612107-1612218
6	2785282	2785345	ENST00000380773_1	63	+	2785282	2785345	0	1	63	0	ENST00000380773	63	+	WRNIP1	0	2785279	-16.721460514007106	-16.721460514007106	-15.928067108492057	-12.766233597944181	0.3060793626521315	1	63	6:2785282-2785345
6	3267712	3267739	ENST00000438998_1	27	+	3267712	3267739	0	1	27	0	ENST00000438998	27	+	PSMG4	0	3267709	-17.730888737572563	-6.993999772601658	-17.09899951616923		0.8083703622773841	1	27	6:3267712-3267739
6	7585878	7585923	ENST00000379802_1	45	+	7585878	7585923	0	1	45	0	ENST00000379802	45	+	DSP	0	7585875	-16.336866823832192	-16.336866823832192	-8.017000198364258	-14.861499977111816	0.43180000173548855	1	45	6:7585878-7585923
6	11134602	11134623	ENST00000416247_1	21	+	11134602	11134623	0	1	21	0	ENST00000416247	21	+	SMIM13	0	11134599	-40.59757096426828	-20.55857145218622	-46.033199310302734		-0.7242857221336592	1	21	6:11134602-11134623
6	13620827	13620842	ENST00000451315_1	15	+	13620827	13620842	0	1	15	0	ENST00000451315	15	+	NOL7	0	13620824	-33.32800013224284	-25.637066396077476	-33.32800013224284		1.6061333527167638	1	15	6:13620827-13620842
6	19838628	19839225	ENST00000378700_1	30	+	19838628	19839225	0	2	14,16	0,581	ENST00000378700	597	+	ID4	0	19838625	-20.019678366974222	-17.229720176096187	-8.850000023841858	0.6163999974727631	1.6840200996481918	1	597	6:19838628-19839225
6	20490430	20490445	ENST00000346618_1	15	+	20490430	20490445	0	1	15	0	ENST00000346618	15	+	E2F3	0	20490427	-14.897399806976319	-14.897399806976319	-14.897399806976319		2.117799969514211	1	15	6:20490430-20490445
6	21595959	21596052	ENST00000244745_1	93	+	21595959	21596052	0	1	93	0	ENST00000244745	93	+	SOX4	0	21595956	-14.888483904542461	-14.888483904542461	-11.562399768829346	-8.06499998420477	0.6151571508230907	1	93	6:21595959-21596052
6	24785799	24785823	ENST00000230056_1	24	+	24785799	24785823	0	1	24	0	ENST00000230056	24	+	GMNN	0	24785796	-9.308874487876892	-9.308874487876892	-8.450599098205567		-0.13654166735553494	1	24	6:24785799-24785823
6	26020900	26020918	ENST00000613854_1	18	+	26020900	26020918	0	1	18	0	ENST00000613854	18	+	H3C1	0	26020897	-38.1130000617769	-37.469165643056236	-42.52486672401428		-2.2467222006784544	1	18	6:26020900-26020918
6	26021990	26021999	ENST00000617569_1	9	+	26021990	26021999	0	1	9	0	ENST00000617569	9	+	H4C1	0	26021987	-30.79377810160319	-30.79377810160319	-30.79377810160319		-4.564999964502123	1	9	6:26021990-26021999
6	26104259	26104265	ENST00000377803_1	6	+	26104259	26104265	0	1	6	0	ENST00000377803	6	+	H4C3	0	26104256	-3.6942496299743652	-3.6942496299743652	-3.6942496299743652		-0.5363333523273468	1	6	6:26104259-26104265
6	26199939	26199945	ENST00000356530_1	6	+	26199939	26199945	0	1	6	0	ENST00000356530	6	+	H2BC7	0	26199936	11.309000134468079	11.309000134468079	11.309000134468079		-0.9019999926288923	1	6	6:26199939-26199945
6	27147515	27147530	ENST00000377459_1	15	+	27147515	27147530	0	1	15	0	ENST00000377459	15	+	H2AC12	0	27147512	-26.315799649556478	-15.7479998588562	-26.315799649556478		-2.3320000037550925	1	15	6:27147515-27147530
6	27255315	27255486	ENST00000230582_1	171	+	27255315	27255486	0	1	171	0	ENST00000230582	171	+	PRSS16	0	27255312	-25.56859644358618	-23.66714632249715	-34.05999984741211	-16.386699676513672	-0.3951345003892161	1	171	6:27255315-27255486
6	27810484	27810502	ENST00000685041_1	18	+	27810484	27810502	0	1	18	0	ENST00000685041	18	+	H3C10	0	27810481	-28.353889094458687	-28.353889094458687	-32.03313363393148		-3.50061111483309	1	18	6:27810484-27810502
6	29830382	29830772	ENST00000360323_1	33	+	29830382	29830772	0	2	28,5	0,385	ENST00000360323	390	+	HLA-G	0	29830379	-14.107789792311497	-13.707053908189902	-19.292400232950847	-6.101499998569489	-6.897658958123663	1	390	6:29830382-29830772
6	29945455	29945479	ENST00000376809_1	24	+	29945455	29945479	0	1	24	0	ENST00000376809	24	+	HLA-A	0	29945452	-13.681416804591814	-5.858416686455409	-13.261533570289611		-7.169624994819363	1	24	6:29945455-29945479
6	30064697	30064745	ENST00000332435_1	48	+	30064697	30064745	0	1	48	0	ENST00000332435	48	+	POLR1H	0	30064694	-31.046604309231043	-26.975250273942947	-32.75413392384847	-29.10379977822304	0.13443749328143895	1	48	6:30064697-30064745
6	30590701	30590776	ENST00000326195_1	75	+	30590701	30590776	0	1	75	0	ENST00000326195	75	+	ABCF1	0	30590698	-21.06917324066162	-19.24566663424174	-20.16673288345337	-14.11069996356964	-0.3241600033873692	1	75	6:30590701-30590776
6	31509909	31509987	ENST00000252229_1	78	+	31509909	31509987	0	1	78	0	ENST00000252229	78	+	MICB	0	31509906	-7.217599942684173	-7.217599942684173	-1.9942000389099122	-2.5849999725818633	-2.3746025804848148	1	78	6:31509909-31509987
6	31669926	31670007	ENST00000375882_1	81	+	31669926	31670007	0	1	81	0	ENST00000375882	81	+	CSNK2B	0	31669923	-19.086073879842406	-13.536568054998362	-27.199399447441102	-8.159499955177306	2.1004814940424246	1	81	6:31669926-31670007
6	31817682	31817739	ENST00000375651_1	57	+	31817682	31817739	0	1	57	0	ENST00000375651	57	+	HSPA1A	0	31817679	-35.91057860223871	-30.658754415679397	-33.536599731445314	-37.225699520111085	-1.5409555518585774	1	57	6:31817682-31817739
6	31829876	31829993	ENST00000375650_1	117	+	31829876	31829993	0	1	117	0	ENST00000375650	117	+	HSPA1B	0	31829873	-44.1582820639651	-27.68481183039327	-38.20213425954183	-25.569100093841552	-1.7927777736933312	1	117	6:31829876-31829993
6	32180326	32180437	ENST00000375094_1	111	+	32180326	32180437	0	1	111	0	ENST00000375094	111	+	RNF5	0	32180323	-16.858252206498438	-11.995540734883901	-28.822132762273153	-4.068900017440319	2.392945949038541	1	111	6:32180326-32180437
6	34244884	34245082	ENST00000311487_1	198	+	34244884	34245082	0	1	198	0	ENST00000311487	198	+	HMGA1	0	34244881	-14.361489229977646	-11.597619076806401	-17.42746664683024	3.801333400938246	0.9004526291177363	1	198	6:34244884-34245082
6	36685800	36685872	ENST00000244741_1	72	+	36685800	36685872	0	1	72	0	ENST00000244741	72	+	CDKN1A	0	36685797	-28.01787479221821	-28.01787479221821	-31.044600200653075	-22.881499814987183	-0.3229861163094433	1	72	6:36685800-36685872
6	41789328	41789655	ENST00000398881_1	96	+	41789328	41789655	0	2	8,88	0,239	ENST00000398881	327	+	TOMM6	0	41789325	-24.04196330219712	-22.654724691416327	-13.318200200796127	-7.316699850559234	0.8931744980419543	1	327	6:41789328-41789655
