chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	transcript_id	region_length	cds_strand	cds_gene_name	cds_frame	cds_start_pos	translated_matched_frame_score	translated_max_frame_score	translated_start_region_score	translated_window_max_score	translated_phylop_mean	translated_frame	translated_length	untranslated_matched_frame_score	untranslated_max_frame_score	untranslated_start_region_score	untranslated_window_max_score	untranslated_phylop_mean	untranslated_frame	untranslated_length	cds_matched_frame_score	cds_max_frame_score	cds_start_region_score	cds_window_max_score	cds_phylop_mean	cds_length	genome_coords	translated_block_starts	translated_block_ends	untranslated_block_starts	untranslated_block_ends	cds_block_starts	cds_block_ends
4	108034357	108034486	ENST00000309522_1	129	+	108034357	108034486	0	1	129	0	ENST00000309522	129	+	HADH		107989932	-23.1906080976751	-23.1906080976751	-14.62500022649765	-2.811800003051758	-0.03784113478264198	2	814						1	0							4:108034357-107989932	[108034357]	[108035171]	[108034357]	[108034357]	[]	[]
4	108625212	108625263	ENST00000394667_1	51	+	108625212	108625263	0	1	51	0	ENST00000394667	51	+	RPL34		108621959	-23.91895484491702	-22.8673947422128	-28.492999903361003	-14.618999905056423	0.1491202498385329	3	158						1	0							4:108625212-108621959	[108625212]	[108625370]	[108625212]	[108625212]	[]	[]
4	108667265	108667343	ENST00000361564_1	78	+	108667265	108667343	0	1	78	0	ENST00000361564	78	+	OSTC		108650655	-21.577816186724483	-19.648653997977576	-20.17793309291204	-9.98400013446808	1.2165207174111594	1	555						1	0							4:108667265-108650655	[108667265]	[108667820]	[108667265]	[108667265]	[]	[]
4	127832874	127832898	ENST00000296464_1	24	+	127832874	127832898	0	1	24	0	ENST00000296464	24	+	HSPA4L		127782550	-18.462454551822255	-17.403474018620727	-19.540467023849487	5.948999881744385	0.6705529023905935	3	7859						1	0							4:127832874-127782550	[127832874]	[127840733]	[127832874]	[127832874]	[]	[]
4	139388084	139388111	ENST00000296543_1	27	+	139388084	139388111	0	1	27	0	ENST00000296543	27	+	NAA15		139301777	-12.6677762707161	-12.6677762707161	-5.827533229192098	3.2838000774383547	4.30206181356126	1	3300						1	0							4:139388084-139301777	[139388084]	[139391384]	[139388084]	[139388084]	[]	[]
4	145127573	145127624	ENST00000296577_1	51	+	145127573	145127624	0	1	51	0	ENST00000296577	51	+	ABCE1		145104412	-23.299195791132124	-21.983719626226787	-20.301066398620605	0.10680008530616761	1.1014669377909665	2	1951						1	0							4:145127573-145104412	[145127573]	[145129524]	[145127573]	[145127573]	[]	[]
4	146189656	146189716	ENST00000296581_1	60	+	146189656	146189716	0	1	60	0	ENST00000296581	60	+	LSM6		146182921	-24.015943220895867	-22.90615908052108	-36.92259920984507	-3.116499900817871	0.5450798300139634	2	1879						1	0							4:146189656-146182921	[146189656]	[146191535]	[146189656]	[146189656]	[]	[]
4	151104593	151104611	ENST00000274065_1	18	+	151104593	151104611	0	1	18	0	ENST00000274065	18	+	RPS3A		151099652	-26.31663315074176	-17.809612561245356	-30.35333407471577	-18.86470024585724	2.6124081724152273	2	49						1	0							4:151104593-151099652	[151104593]	[151104642]	[151104593]	[151104593]	[]	[]
4	173377327	173377342	ENST00000296504_1	15	+	173377327	173377342	0	1	15	0	ENST00000296504	15	+	SAP30		173371182	-14.797531691557024	-11.307219470855667	-15.6061996281147	-5.974899971485138	4.146107324521716	2	205						1	0							4:173377327-173371182	[173377327]	[173377532]	[173377327]	[173377327]	[]	[]
4	672460	672499	ENST00000304312_1	39	-	672460	672499	0	1	39	0	ENST00000304312	39	-	ATP5ME		674247	-29.43107691789285	-22.7929744720459	-50.42806647618612	-19.06580009460449	-0.34482049932464576	1	39	-23.41196005821228	-17.35276014328003	-30.651399850845337		1.326840017735958	3	25							4:672460-674247	[672460]	[672499]	[672435]	[672460]	[]	[]
4	1693551	1693596	ENST00000489418_1	45	-	1693551	1693596	0	1	45	0	ENST00000489418	45	-	SLBP		1712188	-23.15840015411377	-15.80493327776591	-26.723600069681805	-21.375800196329752	-0.288822215795517	1	45	-20.971085237563745	-20.966568802141932	-14.67979974746704	-6.9754998832941055	0.5259307782161101	2	821							4:1693551-1712188	[1693551]	[1693596]	[1692730]	[1693551]	[]	[]
4	1814345	1814423	ENST00000302787_1	78	-	1814345	1814423	0	1	78	0	ENST00000302787	78	-	LETM1		1855950	-33.21673087474819	-21.197679600654503	-25.123600006103516	-22.623199905082583	-0.831192313430783	1	78	-18.289593355636338	-17.08167767049745	-22.234200207392373	3.0112856796809604	-0.5522479841685421	2	2867							4:1814345-1855950	[1814345]	[1814423]	[1811478]	[1814345]	[]	[]
4	6708631	6709245	ENST00000320848_1	27	-	6708631	6709245	0	2	12,15	0,599	ENST00000320848	614	-	MRFAP1L1		6709629	-5.915111270215776	-5.915111270215776	-10.081733616193135		-0.8755926074184202	1	27	-19.644027973898357	-19.644027973898357	-13.373199999332428	-3.129599779844284	-2.0342620832746285	3	931							4:6708631-6709629	[6708631, 6709230]	[6708643, 6709245]	[6707700]	[6708631]	[]	[]
4	7060774	7060861	ENST00000264954_1	87	-	7060774	7060861	0	1	87	0	ENST00000264954	87	-	GRPEL1		7068032	-17.780597662446144	-17.780597662446144	-9.892666816711426	-13.417733156681061	-0.8772758669059338	1	87	-18.712175977286638	-18.712175977286638	NaN	NaN	-0.5736962751719477	2	1880							4:7060774-7068032	[7060774]	[7060861]	[7058894]	[7060774]	[]	[]
4	10075152	10075377	ENST00000499869_1	225	-	10075152	10075377	0	1	225	0	ENST00000499869	225	-	WDR1		10116666	-12.569035416709053	-12.569035416709053	-23.88160047531128	0.8872002243995667	2.088475562611388	1	225	-17.686780095988247	-16.446426217082696	-18.426532808939616	-0.31400017738342284	1.1685356702818739	3	814							4:10075152-10116666	[10075152]	[10075377]	[10074338]	[10075152]	[]	[]
4	24527881	24527923	ENST00000336812_1	42	-	24527881	24527923	0	1	42	0	ENST00000336812	42	-	DHX15		24584393	-7.541976065330562	-3.6481428827558244	-7.362400197982788	-5.342100000381469	6.253285697528294	1	42	-2.3519066705743734	-2.2733636393923433	-3.470200047890345	5.516200017929077	8.948601931553215	2	407							4:24527881-24584393	[24527881]	[24527923]	[24527474]	[24527881]	[]	[]
4	37613336	37631387	ENST00000454158_1	9	-	37613336	37631387	0	2	6,3	0,18048	ENST00000454158	18051	-	RELL1		37686287	-39.481666564941406	-31.95188946194119			1.0659999946753185	1	9	-24.75005296955101	-23.14552618911224	-14.403800249099731	4.995999813079834	0.628357622707929	1	2703							4:37613336-37686287	[37613336, 37631384]	[37613342, 37631387]	[37610633]	[37613336]	[]	[]
4	56395249	56395351	ENST00000264220_1	102	-	56395249	56395351	0	1	102	0	ENST00000264220	102	-	PPAT		56435477	-29.274616342602354	-27.25382356783923	-23.638933372497558	-24.628800201416016	0.346137248723786	1	102	-24.97765565621674	-23.75447190434427	-26.01579933166504	-2.9232999801635744	1.031715042907678	3	1888							4:56395249-56435477	[56395249]	[56395351]	[56393361]	[56395249]	[]	[]
4	67618981	67618996	ENST00000322244_1	15	-	67618981	67618996	0	1	15	0	ENST00000322244	15	-	UBA6		67701119	-25.228866831461588	-18.971399879455568	-25.228866831461588		0.8066666670143604	1	15	-21.501892437405555	-20.826482294400222	-4.173999849955241	3.9130001068115234	0.5736596165784039	1	6330							4:67618981-67701119	[67618981]	[67618996]	[67612651]	[67618981]	[]	[]
4	76115335	76115365	ENST00000264883_1	30	-	76115335	76115365	0	1	30	0	ENST00000264883	30	-	NUP54		76148374	-21.508866902192434	-19.10870008468628	-19.580199972788492	-21.508866902192434	0.6197666743304581	1	30	-19.964381043017575	-17.474473215539806	-13.112200208504994	-5.71180020570755	2.3419092290998726	1	672							4:76115335-76148374	[76115335]	[76115365]	[76114663]	[76115335]	[]	[]
4	76161679	76161712	ENST00000264896_1	33	-	76161679	76161712	0	1	33	0	ENST00000264896	33	-	SCARB2		76213543	-36.82018222230853	-18.433454448526557	-44.542267100016275	-36.88336709340413	-0.10333334711013419	1	33	-23.023121217198337	-22.60311940664175	-24.501866658528645	2.7114999890327454	0.7207826080836813	1	2943							4:76161679-76213543	[76161679]	[76161712]	[76158736]	[76161679]	[]	[]
4	82424842	82426058	ENST00000295470_1	63	-	82424842	82426058	0	2	41,22	0,1194	ENST00000295470	1216	-	HNRNPDL		82429690	-4.9126825327911074	-4.9126825327911074	2.7159999787807463	-1.6652000099420547	3.1127777761883206	1	63	-20.650751704323856	-19.573983665339167	-23.23173344930013	3.175099992752075	1.1651427318729703	1	2274							4:82424842-82429690	[82424842, 82426036]	[82424883, 82426058]	[82422568]	[82424842]	[]	[]
4	88521564	88521573	ENST00000527353_1	9	-	88521564	88521573	0	1	9	0	ENST00000527353	9	-	PIGY		88521789	-10.459000279506048	-10.459000279506048			-0.7371110800239775	1	9	-23.32137817133712	-22.593926533015185	-13.139933188756308	-5.4856250658631325	0.5690317472450787	1	567							4:88521564-88521789	[88521564]	[88521573]	[88520997]	[88521564]	[]	[]
4	98881012	98881027	ENST00000450253_1	15	-	98881012	98881027	0	1	15	0	ENST00000450253	15	-	EIF4E		98929112	-7.688600031534831	2.3588002204895018	-7.688600031534831		7.636266644795736	1	15	-13.402110155525746	-12.822807374482302	-17.227666886647544	2.326400077342987	4.131663955107391	1	1737							4:98881012-98929112	[98881012]	[98881027]	[98879275]	[98881012]	[]	[]
4	99948425	99948461	ENST00000296417_1	36	-	99948425	99948461	0	1	36	0	ENST00000296417	36	-	H2AZ1		99950170	-3.4744999560837946	-0.44722210036383736	-5.279399812966585	-1.2412000361829996	6.225222265554799	1	36	-3.030698176936285	-2.9148165589231536	-1.301133358478546	3.0622000217437746	7.194029572579635	2	338							4:99948425-99950170	[99948425]	[99948461]	[99948087]	[99948425]	[]	[]
4	102797345	102797414	ENST00000453744_1	69	-	102797345	102797414	0	1	69	0	ENST00000453744	69	-	UBE2D3		102826508	-2.795956445776898	-2.795956445776898	-2.7847999572753905	-1.931000018119812	8.901637664739637	1	69	-11.484287409074025	-10.827715061005998	1.6940667311350504	3.89449999332428	4.190093798265834	2	2963							4:102797345-102826508	[102797345]	[102797414]	[102794382]	[102797345]	[]	[]
4	120060111	120060117	ENST00000296509_1	6	-	120060111	120060117	0	1	6	0	ENST00000296509	6	-	MAD2L1		120066734	-27.941833813985188	-27.941833813985188			-1.1803333163261414	1	6	-21.54914201345771	-20.62712819860346	-19.75766658782959	1.8019999265670776	0.04078921352339749	3	4489							4:120060111-120066734	[120060111]	[120060117]	[120055622]	[120060111]	[]	[]
4	121668353	121668467	ENST00000296511_1	114	-	121668353	121668467	0	1	114	0	ENST00000296511	114	-	ANXA5		121696589	-26.326289219291585	-18.830096412123297	-26.60340006351471	-13.667499899864197	-0.6587719364549246	1	114	-23.56456720990254	-21.720572125704134	-33.60260000228882	-9.888500189781189	0.4144764268139918	1	408							4:121668353-121696589	[121668353]	[121668467]	[121667945]	[121668353]	[]	[]
4	121825814	121825859	ENST00000264499_1	45	-	121825814	121825859	0	1	45	0	ENST00000264499	45	-	BBS7		121870313	-24.059733295440672	-24.059733295440672	-26.85820016860962	-18.172199964523315	0.6664000074068706	1	45	-25.283393475532865	-24.506375913268283	-20.189200146993002	-2.4503999590873717	0.41520379071926905	3	1486							4:121825814-121870313	[121825814]	[121825859]	[121824328]	[121825814]	[]	[]
4	128271306	128271315	ENST00000296425_1	9	-	128271306	128271315	0	1	9	0	ENST00000296425	9	-	PGRMC2		128287790	-0.11066669887966579	-0.11066669887966579			5.012999958462185	1	9	-17.10528664110467	-15.576987873602958	-18.51353365580241	0.3504997819662094	2.179552540107468	3	2065							4:128271306-128287790	[128271306]	[128271315]	[128269241]	[128271306]	[]	[]
4	138171904	138171955	ENST00000280612_1	51	-	138171904	138171955	0	1	51	0	ENST00000280612	51	-	SLC7A11		138242069	-30.577352673399684	-30.326215631821576	-33.90726610819499	-25.679000091552734	0.8646666664155382	1	51	-28.511377351485915	-28.511377351485915	-19.008866453170775	4.1840000450611115	0.36284988406284696	2	7808							4:138171904-138242069	[138171904]	[138171955]	[138164096]	[138171904]	[]	[]
4	139290091	139292549	ENST00000394223_1	21	-	139290091	139292549	0	2	1,20	0,2438	ENST00000394223	2458	-	NDUFC1		139295798	-25.328999973478773	-19.670952376865205	-24.283800093332925		0.8949523744605747	1	21	-28.488739012052182	-21.515478334071474	-24.91466687520345	-17.679399990290403	0.9475279531111906	2	161							4:139290091-139295798	[139290091, 139292529]	[139290092, 139292549]	[139289930]	[139290091]	[]	[]
4	158669525	158669612	ENST00000379205_1	87	-	158669525	158669612	0	1	87	0	ENST00000379205	87	-	C4orf46		158671801	-22.23941391089867	-22.23941391089867	-36.51940050125122	-13.322799825668335	0.1766091944842503	1	87	-20.859552185362883	-20.859552185362883	NaN	NaN	0.34572894521778835	3	2851							4:158669525-158671801	[158669525]	[158669612]	[158666674]	[158669525]	[]	[]
4	165277938	165277983	ENST00000505354_1	45	-	165277938	165277983	0	1	45	0	ENST00000505354	45	-	GK3		165279645	NaN	NaN	NaN	NaN	-1.4730000098546345	1	45	NaN	NaN	NaN	NaN	-0.03633334600740592	1	132							4:165277938-165279645	[165277938]	[165277983]	[165277806]	[165277938]	[]	[]
4	173332064	173332079	ENST00000296503_1	15	-	173332064	173332079	0	1	15	0	ENST00000296503	15	-	HMGB2		173333649	-6.847000214457512	-2.429000062743823	-6.847000214457512		2.4132666766643522	1	15	-16.08190639756404	-16.08190639756404	NaN	1.7624001562595368	2.9212438384172708	2	689							4:173332064-173333649	[173332064]	[173332079]	[173331375]	[173332064]	[]	[]
4	184695257	184695287	ENST00000281453_1	30	-	184695257	184695287	0	1	30	0	ENST00000281453	30	-	CENPU		184734062	-32.865199780464174	-10.373499842484792	-40.00779986381531	-32.865199780464174	-0.9394999943052729	1	30	-28.09871688129066	-21.207010300250836	-16.39139986038208	-2.3310999810695647	0.22005811831903938	1	1173							4:184695257-184734062	[184695257]	[184695287]	[184694084]	[184695257]	[]	[]
5	256420	256438	ENST00000264932_1	18	+	256420	256438	0	1	18	0	ENST00000264932	18	+	SDHA		218355	-14.68338900437588	-14.68338900437588	-15.998083554208279	0.18655554205179214	-0.30675830758947686	3	662						1	0							5:256420-218355	[256420]	[257082]	[256420]	[256420]	[]	[]
5	1815916	1816048	ENST00000274137_1	132	+	1815916	1816048	0	1	132	0	ENST00000274137	132	+	NDUFS6		1801417	-15.645249949711742	-15.645249949711742	-26.29526621500651	-3.748900043964386	-0.8522631625987982	1	132														5:1815916-1801417	[1815916]	[1816048]	[]	[]	[]	[]
5	10433684	10433765	ENST00000274140_1	81	+	10433684	10433765	0	1	81	0	ENST00000274140	81	+	MARCHF6		10353898	-18.208225903955224	-18.126270203978176	-19.495400047302248	0.367000013589859	0.7198640375359521	3	6704						1	0							5:10433684-10353898	[10433684]	[10440388]	[10433684]	[10433684]	[]	[]
5	17275900	17276155	ENST00000322611_1	255	+	17275900	17276155	0	1	255	0	ENST00000322611	255	+	BASP1		17275216	-10.3073778854681	-9.108551724610184	6.182999897003174	4.666399943828583	4.431559946564997	2	934						1	0							5:17275900-17275216	[17275900]	[17276834]	[17275900]	[17275900]	[]	[]
5	32601084	32601162	ENST00000265073_1	78	+	32601084	32601162	0	1	78	0	ENST00000265073	78	+	SUB1		32588512	-21.568840443314336	-21.272461835204055	-13.17499982393705	-4.332800132036209	1.4862504186443768	2	2995						1	0							5:32601084-32588512	[32601084]	[32604079]	[32601084]	[32601084]	[]	[]
5	36182031	36182064	ENST00000274255_1	33	+	36182031	36182064	0	1	33	0	ENST00000274255	33	+	SKP2		36152262	-22.71461628268409	-22.144796495920275	-37.97606595357259	0.049999989569187164	0.8129195458535105	3	2288						1	0							5:36182031-36152262	[36182031]	[36184319]	[36182031]	[36182031]	[]	[]
5	41917299	41917326	ENST00000381647_1	27	+	41917299	41917326	0	1	27	0	ENST00000381647	27	+	RIMOC1		41904367	-27.923986825374012	-27.241278674641137	-28.9771994749705	-1.1144002437591554	0.5241250860981537	3	4337						1	0							5:41917299-41904367	[41917299]	[41921636]	[41917299]	[41917299]	[]	[]
5	53683221	53683248	ENST00000296684_1	27	+	53683221	53683248	0	1	27	0	ENST00000296684	27	+	NDUFS4		53560662	-19.51407907275777	-11.833798338054565	-29.99180030822754	-12.178800162672996	2.50806839151296	1	117						1	0							5:53683221-53560662	[53683221]	[53683338]	[53683221]	[53683221]	[]	[]
5	65630340	65630394	ENST00000510585_1	54	+	65630340	65630394	0	1	54	0	ENST00000510585	54	+	SHLD3		65629587	-27.106287147219366	-26.627073035911234	-14.77239990234375	-6.898300039768219	0.5835333337117798	1	588						1	0							5:65630340-65629587	[65630340]	[65630928]	[65630340]	[65630340]	[]	[]
5	65822915	65822933	ENST00000380985_1	18	+	65822915	65822933	0	1	18	0	ENST00000380985	18	+	NLN		65722373	-20.611626368961808	-19.72485236561029	-5.264199829101562	4.80649995803833	0.3701436248972819	3	6368						1	0							5:65822915-65722373	[65822915]	[65829283]	[65822915]	[65822915]	[]	[]
5	66178868	66178922	ENST00000334121_1	54	+	66178868	66178922	0	1	54	0	ENST00000334121	54	+	SREK1		66144376	-19.28938672017996	-19.251635069993196	-20.033399963378905	2.7990000247955322	1.9642195376123937	2	4747						1	0							5:66178868-66144376	[66178868]	[66183615]	[66178868]	[66178868]	[]	[]
5	69177631	69177751	ENST00000256442_1	120	+	69177631	69177751	0	1	120	0	ENST00000256442	120	+	CCNB1		69167262	-26.627819092210128	-23.313703531939353	-7.200333436330159	-6.592499947547912	0.9201351816292719	3	614						1	0							5:69177631-69167262	[69177631]	[69178245]	[69177631]	[69177631]	[]	[]
5	69229225	69229258	ENST00000256441_1	33	+	69229225	69229258	0	1	33	0	ENST00000256441	33	+	KGD4		69217829	-20.0409444494737	-19.701403874576286	-17.55006675720215	-3.6525002479553224	1.4597869734854179	1	933						1	0							5:69229225-69217829	[69229225]	[69230158]	[69229225]	[69229225]	[]	[]
5	69553671	69553710	ENST00000396442_1	39	+	69553671	69553710	0	1	39	0	ENST00000396442	39	+	OCLN		69504244	-23.126510965889967	-22.72655876815449	-40.330800755818686	-0.048500001430511475	0.3674383591074383	3	4433						1	0							5:69553671-69504244	[69553671]	[69558104]	[69553671]	[69553671]	[]	[]
5	70076571	70077033	ENST00000380743_1	18	+	70076571	70077033	0	2	3,15	0,447	ENST00000380743	462	+	SMN2		70049685	-19.307784417446637	-18.854074154126234	-27.395533180236818	-4.947799921035767	0.16633793110919087	2	580						1	0							5:70076571-70049685	[70076571, 70077018]	[70076574, 70077595]	[70077018]	[70077018]	[]	[]
5	70951991	70952453	ENST00000380707_1	18	+	70951991	70952453	0	2	3,15	0,447	ENST00000380707	462	+	SMN1		70925103	-21.61600690171045	-20.59115858129386	-14.959666522343953	-6.844799926877021	0.14894827619407744	2	580						1	0							5:70951991-70925103	[70951991, 70952438]	[70951994, 70953015]	[70952438]	[70952438]	[]	[]
5	74721175	74721253	ENST00000261416_1	78	+	74721175	74721253	0	1	78	0	ENST00000261416	78	+	HEXB		74685260	-26.495929070278606	-21.1143805759143	-33.86953267256419	-12.946699905395509	1.266026548686874	3	113						1	0							5:74721175-74685260	[74721175]	[74721288]	[74721175]	[74721175]	[]	[]
5	74776671	74776689	ENST00000610426_1	18	+	74776671	74776689	0	1	18	0	ENST00000610426	18	+	NSA2		74767360	-23.59750403641101	-21.93937907851105	-26.35059978167216	-3.746666590372721	1.0627435227709632	2	3442						1	0							5:74776671-74767360	[74776671]	[74780113]	[74776671]	[74776671]	[]	[]
5	75360342	75360360	ENST00000287936_1	18	+	75360342	75360360	0	1	18	0	ENST00000287936	18	+	HMGCR		75342605	-20.67305634500719	-19.402476179525298	-21.595466391245523	-1.8351000905036927	1.945226262589348	2	1759						1	0							5:75360342-75342605	[75360342]	[75362101]	[75360342]	[75360342]	[]	[]
5	86619469	86619493	ENST00000247655_1	24	+	86619469	86619493	0	1	24	0	ENST00000247655	24	+	COX7C		86618055	-17.97244436211056	-17.97244436211056	-10.757199931144715		1.1938518395440445	1	27	-25.383878005157083	-25.383878005157083	-15.359333237012228	-14.757899808883668	0.7482169487103189	2	295							5:86619469-86618055	[86619469]	[86619496]	[86619469, 86620667]	[86619469, 86620962]	[]	[]
5	110761782	110761806	ENST00000355943_1	24	+	110761782	110761806	0	1	24	0	ENST00000355943	24	+	SLC25A46		110739119	-27.442474556006523	-27.442474556006523	-22.089199829101563	-7.999299764633179	0.7118237034171061	1	3375						1	0							5:110761782-110739119	[110761782]	[110765157]	[110761782]	[110761782]	[]	[]
5	113013484	113013577	ENST00000389063_1	93	+	113013484	113013577	0	1	93	0	ENST00000389063	93	+	DCP2		112976933	-22.647589598841307	-22.647589598841307	-22.382466634114582	2.234999978542328	0.8588653214370423	3	8711						1	0							5:113013484-112976933	[113013484]	[113022195]	[113013484]	[113013484]	[]	[]
5	116292489	116292546	ENST00000274458_1	57	+	116292489	116292546	0	1	57	0	ENST00000274458	57	+	COMMD10		116085052	-28.287312023425685	-28.117835899119388	-47.64499955177307	-6.2470998734235765	0.9854573916391771	1	798						1	0							5:116292489-116085052	[116292489]	[116293287]	[116292489]	[116292489]	[]	[]
5	119541994	119542237	ENST00000510025_1	243	+	119541994	119542237	0	1	243	0	ENST00000510025	243	+	HSD17B4		119452575	-21.37787878601509	-21.263999940243345	-14.971866297721864	-7.0271001815795895	1.423837277164804	3	338						1	0							5:119541994-119452575	[119541994]	[119542332]	[119541994]	[119541994]	[]	[]
5	122829648	122829654	ENST00000379516_1	6	+	122829648	122829654	0	1	6	0	ENST00000379516	6	+	SNX2		122775103	-22.303275015860983	-22.100110178184103	-18.301799762248994	5.716499876976013	0.7267672719449066	3	4895						1	0							5:122829648-122775103	[122829648]	[122834543]	[122829648]	[122829648]	[]	[]
5	127551916	127551940	ENST00000296666_1	24	+	127551916	127551940	0	1	24	0	ENST00000296666	24	+	PRRC1		127523479	-28.416294381917265	-27.04738128752958	-29.2054012298584	-9.52530015707016	0.43308054761561116	2	3169						1	0							5:127551916-127523479	[127551916]	[127555085]	[127551916]	[127551916]	[]	[]
5	129113001	129113010	ENST00000173527_1	9	+	129113001	129113010	0	1	9	0	ENST00000173527	9	+	ISOC1		129094766	-27.52407759103068	-24.69498828101047	-24.4128009557724	-9.690000057220459	1.109015577698549	2	1027						1	0							5:129113001-129094766	[129113001]	[129114028]	[129113001]	[129113001]	[]	[]
5	132642364	132642562	ENST00000640655_1	198	+	132642364	132642562	0	1	198	0	ENST00000640655	198	+	ENSG00000283782		132575860	-17.197102981126484	-16.507072450388073	-17.352400016784667	4.105999946594238	-0.29724449758131755	2	3715						1	0							5:132642364-132575860	[132642364]	[132646079]	[132642364]	[132642364]	[]	[]
5	132642364	132642562	ENST00000378823_1	198	+	132642364	132642562	0	1	198	0	ENST00000378823	198	+	RAD50		132557324	-16.815274137505796	-16.184708287562742	-17.352400016784667	4.105999946594238	-0.2818564910547003	2	3985						1	0							5:132642364-132557324	[132642364]	[132646349]	[132642364]	[132642364]	[]	[]
5	133104436	133104481	ENST00000304858_1	45	+	133104436	133104481	0	1	45	0	ENST00000304858	45	+	HSPA4		133052250	-19.390835593256085	-18.92788091581598	-14.53846689860026	-2.142999991774559	1.6336429673157806	1	2013						1	0							5:133104436-133052250	[133104436]	[133106449]	[133104436]	[133104436]	[]	[]
5	134828706	134828745	ENST00000452510_1	39	+	134828706	134828745	0	1	39	0	ENST00000452510	39	+	DDX46		134758938	-19.063369196173376	-19.063369196173376	-17.83179988861084	0.6148749850690365	1.0059136339066839	1	2415						1	0							5:134828706-134758938	[134828706]	[134831121]	[134828706]	[134828706]	[]	[]
5	134855467	134855629	ENST00000394976_1	162	+	134855467	134855629	0	1	162	0	ENST00000394976	162	+	C5orf24		134854900	-18.020353060446144	-18.020353060446144	-16.693000030517577	4.464200004935265	2.5634216595508375	3	4268						1	0							5:134855467-134854900	[134855467]	[134859735]	[134855467]	[134855467]	[]	[]
5	138934089	138934212	ENST00000302763_1	123	+	138934089	138934212	0	1	123	0	ENST00000302763	123	+	CTNNA1		138781924	-19.500902568232025	-19.500902568232025	-16.026399898529053	-7.475299969315529	1.639361909053057	1	945						1	0							5:138934089-138781924	[138934089]	[138935034]	[138934089]	[138934089]	[]	[]
5	139368798	139368828	ENST00000265192_1	30	+	139368798	139368828	0	1	30	0	ENST00000265192	30	+	PAIP2		139363784	-14.74141574710186	-12.518581086845705	-11.173933617273967	3.6999999821186065	4.7777273699237774	2	919						1	0							5:139368798-139363784	[139368798]	[139369717]	[139368798]	[139368798]	[]	[]
5	139626801	139626834	ENST00000398733_1	33	+	139626801	139626834	0	1	33	0	ENST00000398733	33	+	UBE2D2		139561791	-10.58403426007723	-10.58403426007723	-5.130999724070231	4.100699996948242	4.763017760381555	2	1633						1	0							5:139626801-139561791	[139626801]	[139628434]	[139626801]	[139626801]	[]	[]
5	140115150	140115159	ENST00000331327_1	9	+	140115150	140115159	0	1	9	0	ENST00000331327	9	+	PURA		140114181	-16.62565353097027	-16.205635501421458	-4.6764665126800535	5.269099950790405	4.019169915403296	3	10469						1	0							5:140115150-140114181	[140115150]	[140125619]	[140115150]	[140115150]	[]	[]
5	140243411	140243498	ENST00000261811_1	87	+	140243411	140243498	0	1	87	0	ENST00000261811	87	+	CYSTM1		140194465	-15.789230258968788	-13.079153274816852	-15.21333306034406	-1.3125998497009277	2.815047614039883	1	378						1	0							5:140243411-140194465	[140243411]	[140243789]	[140243411]	[140243411]	[]	[]
5	140705756	140705777	ENST00000274712_1	21	+	140705756	140705777	0	1	21	0	ENST00000274712	21	+	ZMAT2		140700460	-17.988495655678292	-15.94242900614777	-22.13826583226522	-3.5665997684001924	2.6078300465533015	1	930						1	0							5:140705756-140700460	[140705756]	[140706686]	[140705756]	[140705756]	[]	[]
5	141987790	141987874	ENST00000394520_1	84	+	141987790	141987874	0	1	84	0	ENST00000394520	84	+	RNF14		141973588	-21.401659271611088	-21.401659271611088	-27.94786694844564	3.6549999713897705	0.8293072224744459	1	2502						1	0							5:141987790-141973588	[141987790]	[141990292]	[141987790]	[141987790]	[]	[]
5	149351282	149351351	ENST00000329271_1	69	+	149351282	149351351	0	1	69	0	ENST00000329271	69	+	GRPEL2		149345539	-21.93153522873119	-21.93153522873119	-13.562866592407227	2.0106667081514993	0.7535133264802908	2	3301						1	0							5:149351282-149345539	[149351282]	[149354583]	[149351282]	[149351282]	[]	[]
5	151804091	151804145	ENST00000356245_1	54	+	151804091	151804145	0	1	54	0	ENST00000356245	54	+	G3BP1		151786620	-20.669090627519267	-20.442479912218385	-6.740999937057495	4.982200056314468	1.0362993506823663	1	8694						1	0							5:151804091-151786620	[151804091]	[151812785]	[151804091]	[151804091]	[]	[]
5	154053713	154053728	ENST00000522782_1	15	+	154053713	154053728	0	1	15	0	ENST00000522782	15	+	MFAP3		154049722	-22.25879258148638	-21.588659895366593	-1.784999926884969	2.42800010740757	0.8334537744688312	3	3737						1	0							5:154053713-154049722	[154053713]	[154057450]	[154053713]	[154053713]	[]	[]
5	157739482	157739563	ENST00000231198_1	81	+	157739482	157739563	0	1	81	0	ENST00000231198	81	+	THG1L		157731440	-23.93286271016266	-22.375494278301485	-19.54333291053772	5.0289998054504395	0.3727290281092835	3	1967						1	0							5:157739482-157731440	[157739482]	[157741449]	[157739482]	[157739482]	[]	[]
5	159284931	159284967	ENST00000296786_1	36	+	159284931	159284967	0	1	36	0	ENST00000296786	36	+	UBLCP1		159268915	-19.15305660276005	-19.15305660276005	-47.64146639506022	-2.7972500026226044	2.4720597534260453	2	1105						1	0							5:159284931-159268915	[159284931]	[159286036]	[159284931]	[159284931]	[]	[]
